Cód. Producto AFB;Producto;Presentación;Cód. Tamaño;Tamaño;Cod. Lab. AFB;Laboratorio;Cod. Fam. AFB;Familia AFB;Cód. Ppio. AFB;Principio Activo;Cód. Barras;Troquel;Cód. Tipo Rct. AFB;Tipo Receta
31519;DAMICOL;150 mg caps.x 1;C;CHICO;030;BIOL  S.A.I.C.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7792796476116;4917381;R;VENTA BAJO RECETA
17135;PERIPLUM;150 mg caps.x 2;C;CHICO;099;FORTBENTON CO. LAB. S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7794428011030;4065631;A;VENTA BAJO RECETA ARCHIVADA
22200;MICOLIS NOVO;150 mg caps.x 2;C;CHICO;203;ROEMMERS;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795345120997;4445212;A;VENTA BAJO RECETA ARCHIVADA
31520;DAMICOL;150 mg caps.x 2;M;MEDIANO;030;BIOL  S.A.I.C.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7792796476123;4917382;R;VENTA BAJO RECETA
31843;MICOLIS NOVO;150 mg caps.x 4;G;GRANDE;203;ROEMMERS;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795345121000;4445214;A;VENTA BAJO RECETA ARCHIVADA
17136;PERIPLUM;150 mg caps.x 4;M;MEDIANO;099;FORTBENTON CO. LAB. S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7794428011047;4065632;A;VENTA BAJO RECETA ARCHIVADA
43891;DAMICOL;150 mg caps.x 4;T;TERCERO;030;BIOL  S.A.I.C.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7792796484425;4917383;R;VENTA BAJO RECETA
22587;PERIPLUM;150 mg caps.x 8;T;TERCERO;099;FORTBENTON CO. LAB. S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7794428011115;4065633;A;VENTA BAJO RECETA ARCHIVADA
44554;FLUCOGINKAN;150 mg comp.ran.x 1;C;CHICO;023;BALIARDA S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795338016573;5103021;A;VENTA BAJO RECETA ARCHIVADA
52163;FLUCODERM;150 mg comp.ran.x 2;C;CHICO;046;PABLO CASSARA S.R.L.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795373013667;6284972;A;VENTA BAJO RECETA ARCHIVADA
42033;FLUCOGINKAN;150 mg comp.ran.x 2;M;MEDIANO;023;BALIARDA S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795338015958;5103022;A;VENTA BAJO RECETA ARCHIVADA
50517;FLUCODERM;150 mg comp.ran.x 4;G;GRANDE;046;PABLO CASSARA S.R.L.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795373011168;6284973;A;VENTA BAJO RECETA ARCHIVADA
42034;FLUCOGINKAN;150 mg comp.ran.x 4;T;TERCERO;023;BALIARDA S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795338015965;5103024;A;VENTA BAJO RECETA ARCHIVADA
16283;FUNGOCINA;150 mg comp.x 1;C;CHICO;138;LAZAR Y CIA. S.A.Q. E I.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795347933601;3951201;A;VENTA BAJO RECETA ARCHIVADA
26005;FEMIXOL;150 mg comp.x 1;C;CHICO;171;OMEGA ESPECIALIDAD MEDICINAL;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795339005064;4722331;A;VENTA BAJO RECETA ARCHIVADA
16364;MUTUM;150 mg comp.x 1;C;CHICO;192;RAFFO;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798084680807;3512711;A;VENTA BAJO RECETA ARCHIVADA
16274;FLUCONAZOL RICHET;150 mg comp.x 1;C;CHICO;196;RICHET S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795336063210;3964751;A;VENTA BAJO RECETA ARCHIVADA
31022;FLUCOLAF;150 mg comp.x 1;C;CHICO;397;LAFEDAR;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798021290632;4425251;A;VENTA BAJO RECETA ARCHIVADA
46176;NIMIC 150;150 mg comp.x 1;C;CHICO;597;GEMINIS FARMACEUTICA;00859;ANTIMICÓTICO USO SISTÉMICO;04230;FLUCONAZOL;7798113705709;6017261;A;VENTA BAJO RECETA ARCHIVADA
48143;FLUPEC;150 mg comp.x 2;C;CHICO;009;ANDROMACO  S.A.I.C.I.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7793742000119;3715681;A;VENTA BAJO RECETA ARCHIVADA
43690;ANTIMICON;150 mg comp.x 2;C;CHICO;045;CASASCO S.A.I.C.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7791909388490;5725842;A;VENTA BAJO RECETA ARCHIVADA
53803;FLUCONAL;150 mg comp.x 2;C;CHICO;056;CRAVERI S.A.I.C.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7792234244024;4404462;A;VENTA BAJO RECETA ARCHIVADA
31260;KLONARIZOL;150 mg comp.x 2;C;CHICO;064;KLONAL S.R.L.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795360002988;5048821;A;VENTA BAJO RECETA ARCHIVADA
39778;FLUCONAZOL ILAB;150 mg comp.x 2;C;CHICO;267;INMUNOLAB S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798018491035;5458132;A;VENTA BAJO RECETA ARCHIVADA
55570;NIPAR 150;150 mg comp.x 2;C;CHICO;320;BIOTENK S.A.;00859;ANTIMICÓTICO USO SISTÉMICO;04230;FLUCONAZOL;7796363003743;6434712;A;VENTA BAJO RECETA ARCHIVADA
26274;PONARIS;150 mg comp.x 2;C;CHICO;466;PANALAB;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798051850240;4743881;A;VENTA BAJO RECETA ARCHIVADA
59143;FARMICLOX;150 mg comp.x 2;C;CHICO;681;HLB PHARMA;00859;ANTIMICÓTICO USO SISTÉMICO;04230;FLUCONAZOL;7798081269524;6022971;A;VENTA BAJO RECETA ARCHIVADA
26006;FEMIXOL;150 mg comp.x 2;G;GRANDE;171;OMEGA ESPECIALIDAD MEDICINAL;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795339005071;4722332;A;VENTA BAJO RECETA ARCHIVADA
40851;FLUCONAZOL VANNIER;150 mg comp.x 2;G;GRANDE;328;VANNIER S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795372459527;3764932;A;VENTA BAJO RECETA ARCHIVADA
16284;FUNGOCINA;150 mg comp.x 2;M;MEDIANO;138;LAZAR Y CIA. S.A.Q. E I.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795347933656;3951202;A;VENTA BAJO RECETA ARCHIVADA
16365;MUTUM;150 mg comp.x 2;M;MEDIANO;192;RAFFO;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798084680814;3512712;A;VENTA BAJO RECETA ARCHIVADA
16275;FLUCONAZOL RICHET;150 mg comp.x 2;M;MEDIANO;196;RICHET S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795336063227;3964752;A;VENTA BAJO RECETA ARCHIVADA
31023;FLUCOLAF;150 mg comp.x 2;M;MEDIANO;397;LAFEDAR;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798021290649;4425252;A;VENTA BAJO RECETA ARCHIVADA
46177;NIMIC 150;150 mg comp.x 2;M;MEDIANO;597;GEMINIS FARMACEUTICA;00859;ANTIMICÓTICO USO SISTÉMICO;04230;FLUCONAZOL;7798113705716;6017262;A;VENTA BAJO RECETA ARCHIVADA
21766;FLUZOL;150 mg comp.x 4;C;CHICO;193;MEGALABS ARGENTINA SAU;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7791763001597;4322112;A;VENTA BAJO RECETA ARCHIVADA
50148;FUNGOTOTAL;150 mg comp.x 4;C;CHICO;226;TRB-PHARMA;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795371458774;5397423;A;VENTA BAJO RECETA ARCHIVADA
53804;FLUCONAL;150 mg comp.x 4;G;GRANDE;056;CRAVERI S.A.I.C.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7792234244048;4404463;A;VENTA BAJO RECETA ARCHIVADA
59144;FARMICLOX;150 mg comp.x 4;G;GRANDE;681;HLB PHARMA;00859;ANTIMICÓTICO USO SISTÉMICO;04230;FLUCONAZOL;7798081269531;6022972;A;VENTA BAJO RECETA ARCHIVADA
48144;FLUPEC;150 mg comp.x 4;M;MEDIANO;009;ANDROMACO  S.A.I.C.I.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7793742000126;3715682;A;VENTA BAJO RECETA ARCHIVADA
43691;ANTIMICON;150 mg comp.x 4;M;MEDIANO;045;CASASCO S.A.I.C.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7791909388520;5725843;A;VENTA BAJO RECETA ARCHIVADA
26275;PONARIS;150 mg comp.x 4;M;MEDIANO;466;PANALAB;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798051850172;4743882;A;VENTA BAJO RECETA ARCHIVADA
18589;FUNGOCINA;150 mg comp.x 4;T;TERCERO;138;LAZAR Y CIA. S.A.Q. E I.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795347933687;3951204;A;VENTA BAJO RECETA ARCHIVADA
23526;MUTUM;150 mg comp.x 4;T;TERCERO;192;RAFFO;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798084680821;3512713;A;VENTA BAJO RECETA ARCHIVADA
47500;FLUCONAZOL RICHET;150 mg comp.x 4;T;TERCERO;196;RICHET S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795336000079;3964753;A;VENTA BAJO RECETA ARCHIVADA
31024;FLUCOLAF;150 mg comp.x 4;T;TERCERO;397;LAFEDAR;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798021290656;4425253;A;VENTA BAJO RECETA ARCHIVADA
46178;NIMIC 150;150 mg comp.x 4;T;TERCERO;597;GEMINIS FARMACEUTICA;00859;ANTIMICÓTICO USO SISTÉMICO;04230;FLUCONAZOL;7798113705723;6017263;A;VENTA BAJO RECETA ARCHIVADA
48145;FLUPEC;150 mg comp.x 8;T;TERCERO;009;ANDROMACO  S.A.I.C.I.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7793742000133;3715683;A;VENTA BAJO RECETA ARCHIVADA
54925;ANTIMICON;150 mg comp.x 8;T;TERCERO;045;CASASCO S.A.I.C.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7791909388544;5725844;A;VENTA BAJO RECETA ARCHIVADA
26276;PONARIS;150 mg comp.x 8;T;TERCERO;466;PANALAB;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798051850233;4743883;A;VENTA BAJO RECETA ARCHIVADA
50783;FUNGOCINA;150 mg comp.x 8;X;GIGANTE;138;LAZAR Y CIA. S.A.Q. E I.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795347933472;3951208;A;VENTA BAJO RECETA ARCHIVADA
43799;MUTUM;150 mg comp.x 8;X;GIGANTE;192;RAFFO;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798084681286;3512714;A;VENTA BAJO RECETA ARCHIVADA
46179;NIMIC 150;150 mg comp.x 8;X;GIGANTE;597;GEMINIS FARMACEUTICA;00859;ANTIMICÓTICO USO SISTÉMICO;04230;FLUCONAZOL;7798113705761;6017264;A;VENTA BAJO RECETA ARCHIVADA
11746;MUTUM;200 mg comp.x 10;C;CHICO;192;RAFFO;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798084680838;3512893;A;VENTA BAJO RECETA ARCHIVADA
16277;FLUCONAZOL RICHET;200 mg comp.x 10;C;CHICO;196;RICHET S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795336063340;3956094;A;VENTA BAJO RECETA ARCHIVADA
50784;FUNGOCINA;200 mg comp.x 12;C;CHICO;138;LAZAR Y CIA. S.A.Q. E I.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795347933465;3951123;A;VENTA BAJO RECETA ARCHIVADA
11963;MUTUM;200 mg comp.x 30;G;GRANDE;192;RAFFO;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798084680845;3512896;A;VENTA BAJO RECETA ARCHIVADA
58421;FLUCONAZOL RICHET;200 mg comp.x 30;G;GRANDE;196;RICHET S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795336063364;3956096;A;VENTA BAJO RECETA ARCHIVADA
18629;HONGUIL PLUS;caps.oral x 1;C;CHICO;193;MEGALABS ARGENTINA SAU;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7791763337603;4187581;A;VENTA BAJO RECETA ARCHIVADA
18630;HONGUIL PLUS;caps.oral x 2;M;MEDIANO;193;MEGALABS ARGENTINA SAU;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7791763337610;4187582;A;VENTA BAJO RECETA ARCHIVADA
21291;HONGUIL PLUS;caps.oral x 4;T;TERCERO;193;MEGALABS ARGENTINA SAU;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7791763337658;4187583;A;VENTA BAJO RECETA ARCHIVADA
39629;HONGUIL PLUS;caps.oral x 8;X;GIGANTE;193;MEGALABS ARGENTINA SAU;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7791763337924;4187584;A;VENTA BAJO RECETA ARCHIVADA
45632;MICORAL FLUCO;caps.x 1;C;CHICO;903;SIEGFRIED S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795380000209;5136481;A;VENTA BAJO RECETA ARCHIVADA
45633;MICORAL FLUCO;caps.x 2;M;MEDIANO;903;SIEGFRIED S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798129416514;5136482;A;VENTA BAJO RECETA ARCHIVADA
45634;MICORAL FLUCO;caps.x 4;T;TERCERO;903;SIEGFRIED S.A.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7798129416521;5136483;A;VENTA BAJO RECETA ARCHIVADA
20417;FLUCONAZOL FABRA 150;comp.x 2;C;CHICO;087;FABRA S.R.L.;00010;ANTIMICÓTICO;04230;FLUCONAZOL;7795332001278;4250922;A;VENTA BAJO RECETA ARCHIVADA
26697;NERVOSAL;10 mg caps.x 30;C;CHICO;217;SIDUS S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795356001643;4955082;A;VENTA BAJO RECETA ARCHIVADA
26698;NERVOSAL;10 mg caps.x 60;T;TERCERO;217;SIDUS S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795356001650;4955083;A;VENTA BAJO RECETA ARCHIVADA
23008;FOXETIN 10;10 mg comp.x 30;C;CHICO;103;GADOR S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7792183486933;3560652;A;VENTA BAJO RECETA ARCHIVADA
23416;NERVOSAL;20 mg caps.x 30;C;CHICO;217;SIDUS S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795356001667;4552211;A;VENTA BAJO RECETA ARCHIVADA
50677;PROZAC;20 mg caps.x 30;X;GIGANTE;192;RAFFO;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795990000668;3481293;A;VENTA BAJO RECETA ARCHIVADA
23417;NERVOSAL;20 mg caps.x 60;G;GRANDE;217;SIDUS S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795356001674;4552212;A;VENTA BAJO RECETA ARCHIVADA
32658;ALENTAL;20 mg comp.rec.x 4;C;CHICO;207;SOUBEIRAN CHOBET;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795375600209;4607615;A;VENTA BAJO RECETA ARCHIVADA
18791;ALENTAL;20 mg comp.rec.x 20;M;MEDIANO;207;SOUBEIRAN CHOBET;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795375600063;4067611;A;VENTA BAJO RECETA ARCHIVADA
56640;ALENTAL;20 mg comp.rec.x 30;T;TERCERO;207;SOUBEIRAN CHOBET;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795375601152;4067613;A;VENTA BAJO RECETA ARCHIVADA
18792;ALENTAL;20 mg comp.rec.x 40;X;GIGANTE;207;SOUBEIRAN CHOBET;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795375600070;4067612;A;VENTA BAJO RECETA ARCHIVADA
56641;ALENTAL;20 mg comp.rec.x 60;X;GIGANTE;207;SOUBEIRAN CHOBET;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795375600087;4067614;A;VENTA BAJO RECETA ARCHIVADA
00821;FOXETIN;20 mg comp.x 20;C;CHICO;103;GADOR S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7792183181272;3057311;A;VENTA BAJO RECETA ARCHIVADA
39539;FLUOXETINA CEVALLOS;20 mg comp.x 20;C;CHICO;504;CEVALLOS;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7798066761425;5511551;A;VENTA BAJO RECETA ARCHIVADA
14907;ANIMEX-ON;20 mg comp.x 30;C;CHICO;157;LABORATORIOS BERNABO S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7792175001069;3842142;A;VENTA BAJO RECETA ARCHIVADA
05792;EQUILIBRANE;20 mg comp.x 30;C;CHICO;229;TEMIS LOSTALO;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795337907889;3109622;A;VENTA BAJO RECETA ARCHIVADA
22978;EBURNATE;20 mg comp.x 30;C;CHICO;328;VANNIER S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795372000507;4435491;A;VENTA BAJO RECETA ARCHIVADA
59145;PRIDAMOS;20 mg comp.x 30;C;CHICO;681;HLB PHARMA;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7798081261726;514911;A;VENTA BAJO RECETA ARCHIVADA
34642;FOXETIN;20 mg comp.x 30;M;MEDIANO;103;GADOR S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7792183487893;3057316;A;VENTA BAJO RECETA ARCHIVADA
12276;FOXETIN;20 mg comp.x 40;T;TERCERO;103;GADOR S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7792183181296;3057317;A;VENTA BAJO RECETA ARCHIVADA
17441;EQUILIBRANE;20 mg comp.x 60;G;GRANDE;229;TEMIS LOSTALO;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795337908046;3109621;A;VENTA BAJO RECETA ARCHIVADA
22979;EBURNATE;20 mg comp.x 60;G;GRANDE;328;VANNIER S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795372000514;4435492;A;VENTA BAJO RECETA ARCHIVADA
16361;FOXETIN;20 mg comp.x 60;X;GIGANTE;103;GADOR S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7792183486636;3057312;A;VENTA BAJO RECETA ARCHIVADA
54336;FLUOXETINA TEVA;20 mg tabl.x 30;C;CHICO;518;IVAX ARGENTINA S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795326020131;3125703;A;VENTA BAJO RECETA ARCHIVADA
15840;FLUOXETINA FABRA;comp.x 20;C;CHICO;087;FABRA S.R.L.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7795332000561;3988191;A;VENTA BAJO RECETA ARCHIVADA
03201;NEUPAX;comp.x 30;C;CHICO;021;BAGO S.A.;00185;ANTIDEPRESIVO;04347;FLUOXETINA;7790375252069;3115481;A;VENTA BAJO RECETA ARCHIVADA
19690;FLIXOTIDE;50 mcg inhal.dosis x 120;C;CHICO;107;GSK BIOPHARMA ARGENTINA S.A.;00031;ANTIASMÁTICO;00693;FLUTICASONA;7796930007495;3833233;R;VENTA BAJO RECETA
45636;FLUTICORT;50 mcg spray nas.x 60 ds;C;CHICO;046;PABLO CASSARA S.R.L.;00031;ANTIASMÁTICO;00693;FLUTICASONA;7795373017627;5210311;R;VENTA BAJO RECETA
55545;FLUTICORT;50 mcg spray nas.x120 ds;G;GRANDE;046;PABLO CASSARA S.R.L.;00031;ANTIASMÁTICO;00693;FLUTICASONA;7795373001749;5210312;R;VENTA BAJO RECETA
33903;FLUTI-K;50 mcg spray nasalx120ds;C;CHICO;192;RAFFO;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7798084682481;4452561;R;VENTA BAJO RECETA
59828;DEXALERGIN CORT;50mcg spray nasal x 120d;C;CHICO;518;IVAX ARGENTINA S.A.;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7795326209581;6342972;R;VENTA BAJO RECETA
46726;FLUTICORT;125 mcg aer.HFA x 120ds.;C;CHICO;046;PABLO CASSARA S.R.L.;00031;ANTIASMÁTICO;00693;FLUTICASONA;7795373014046;5972424;R;VENTA BAJO RECETA
19691;FLIXOTIDE;125 mcg inhal.dosis x 60;C;CHICO;107;GSK BIOPHARMA ARGENTINA S.A.;00031;ANTIASMÁTICO;00693;FLUTICASONA;7796930003572;3833311;R;VENTA BAJO RECETA
19692;FLIXOTIDE;125 mcg inhal.dosis x120;G;GRANDE;107;GSK BIOPHARMA ARGENTINA S.A.;00031;ANTIASMÁTICO;00693;FLUTICASONA;7796930003541;3833313;R;VENTA BAJO RECETA
46727;FLUTICORT;250 mcg aer.HFA x 120ds.;C;CHICO;046;PABLO CASSARA S.R.L.;00031;ANTIASMÁTICO;00693;FLUTICASONA;7795373014053;5972554;R;VENTA BAJO RECETA
14962;FLIXOTIDE;250 mcg inhal.dosis x 60;C;CHICO;107;GSK BIOPHARMA ARGENTINA S.A.;00031;ANTIASMÁTICO;00693;FLUTICASONA;7796930003442;3833491;R;VENTA BAJO RECETA
19693;FLIXOTIDE;250 mcg inhal.dosis x120;G;GRANDE;107;GSK BIOPHARMA ARGENTINA S.A.;00031;ANTIASMÁTICO;00693;FLUTICASONA;7796930007501;3833493;R;VENTA BAJO RECETA
12997;FLIXONASE ACUOSO NASAL;inhal.dosis x 120;C;CHICO;107;GSK BIOPHARMA ARGENTINA S.A.;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7796930003503;3648941;R;VENTA BAJO RECETA
43088;BALIVENT NASAL;spray nasal x 60 ds.;C;CHICO;023;BALIARDA S.A.;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7795338016344;4838001;R;VENTA BAJO RECETA
41671;INHALAN;spray nasal x 60 ds.;C;CHICO;045;CASASCO S.A.I.C.;00684;CORTICOSTEROIDE TÓPICO;00693;FLUTICASONA;7791909213914;5741001;R;VENTA BAJO RECETA
36682;LIDIL CORT;spray nasal x 60 ds.;C;CHICO;203;ROEMMERS;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7795345013145;3890321;R;VENTA BAJO RECETA
56915;ALERNIX CORT;spray nasal x 60 ds.;C;CHICO;498;PHOENIX-ELEA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7796285277826;5093244;R;VENTA BAJO RECETA
47576;BRONQUILAIR NASAL;spray nasal x 120 ds;C;CHICO;797;LAB INTERNAC;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7798097891092;613784;R;VENTA BAJO RECETA
43089;BALIVENT NASAL;spray nasal x 120 ds.;G;GRANDE;023;BALIARDA S.A.;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7795338016351;4838002;R;VENTA BAJO RECETA
41672;INHALAN;spray nasal x 120 ds.;G;GRANDE;045;CASASCO S.A.I.C.;00684;CORTICOSTEROIDE TÓPICO;00693;FLUTICASONA;7791909213938;5741002;R;VENTA BAJO RECETA
36681;LIDIL CORT;spray nasal x 120 ds.;G;GRANDE;203;ROEMMERS;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7795345013152;3890322;R;VENTA BAJO RECETA
56917;ALERNIX CORT;spray nasal x 120 ds.;M;MEDIANO;498;PHOENIX-ELEA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7796285279349;5093243;R;VENTA BAJO RECETA
37967;PROAIR NASAL;susp.ac.nasal x 60 ds.;C;CHICO;162;MONTPELLIER S.A.  QUIMICA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7795378003342;5354681;R;VENTA BAJO RECETA
35973;PROAIR NASAL;susp.ac.nasal x 120 ds.;G;GRANDE;162;MONTPELLIER S.A.  QUIMICA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;00693;FLUTICASONA;7795378002932;5354682;R;VENTA BAJO RECETA
34555;COFLIC;1 mg comp.ran.x 30;C;CHICO;023;BALIARDA S.A.;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7795338014777;4972253;R;VENTA BAJO RECETA
44197;NEXOVITAL FOLICO;1 mg comp.x 30;C;CHICO;018;EUROFARMA ARGENTINA S.A.;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7793742000201;5842551;R;VENTA BAJO RECETA
13418;ACIFOL;1 mg comp.x 30;C;CHICO;067;DOMINGUEZ S.A.;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7795327000040;3444321;R;VENTA BAJO RECETA
44688;BERNAFOLIC 1;1 mg comp.x 30;C;CHICO;157;LABORATORIOS BERNABO S.A.;00869;COMPLEMENTO VITAMÍNICO;00241;FÓLICO,ÁC.;7792175008990;5883263;R;VENTA BAJO RECETA
33812;ACIDO FOLICO OMEGA;1 mg comp.x 30;C;CHICO;171;OMEGA ESPECIALIDAD MEDICINAL;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7795339005170;5226801;R;VENTA BAJO RECETA
21245;TANVIMIL FOLICO;1 mg comp.x 30;C;CHICO;193;MEGALABS ARGENTINA SAU;00483;VITAMÍNICO;00241;FÓLICO,ÁC.;7791763337665;4365282;R;VENTA BAJO RECETA
39304;GALFOL 1;1 mg comp.x 30;C;CHICO;213;SANT GALL;00483;VITAMÍNICO;00241;FÓLICO,ÁC.;7798052710550;5446711;R;VENTA BAJO RECETA
35887;ACIDO FOLICO VANNIER;1 mg comp.x 30;C;CHICO;328;VANNIER S.A.;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7795372459411;453738;R;VENTA BAJO RECETA
31309;EGESTAN FOLICO;1 mg comp.x 30;C;CHICO;498;PHOENIX-ELEA;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7796285050443;5060831;R;VENTA BAJO RECETA
38613;FOLINEMIC;1 mg comp.x 30;C;CHICO;600;PHARMADORF S.A.;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7798103391080;5496133;R;VENTA BAJO RECETA
57535;HLBFOLIC;1 mg comp.x 30;C;CHICO;681;HLB PHARMA;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7798081265700;6562841;R;VENTA BAJO RECETA
34124;SUPRAFOL;1 mg comp.x 30;C;CHICO;903;SIEGFRIED S.A.;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7795380003545;5240012;R;VENTA BAJO RECETA
52672;ACIDO FOLICO RICHMOND;1 mg comp.x 60;C;CHICO;194;RICHMOND S.A.;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7795348002795;4582091;R;VENTA BAJO RECETA
44198;NEXOVITAL FOLICO;1 mg comp.x 60;G;GRANDE;018;EUROFARMA ARGENTINA S.A.;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7793742000232;5842552;R;VENTA BAJO RECETA
13419;ACIFOL;1 mg comp.x 60;G;GRANDE;067;DOMINGUEZ S.A.;00028;ANTIANÉMICO;00241;FÓLICO,ÁC.;7795327000057;3444322;R;VENTA BAJO RECETA
